Compound,CID,mol_idx,Regno,Chemotype,Smiles,smiles_nosalt
UNC10225345A,44532203,496,GW440138,4-anilinoquinoline,Cl.N(c1ccc2[nH]ccc2c1)c1ccnc2cc(ccc12)-c1ccccn1,c1ccc(-c2ccc3c(Nc4ccc5[nH]ccc5c4)ccnc3c2)nc1
UNC10225346A,6539504,497,SB-342411,3-anilino-4-aryl maleimide,CSc1ccc(NC2=C(C(=O)NC2=O)c2ccccc2Cl)cc1,CSc1ccc(NC2=C(c3ccccc3Cl)C(=O)NC2=O)cc1
UNC10225347A,44525944,498,GSK1379742,2-anilino-4-pyrrolidinopyrimidine,COc1ccc(Nc2nccc(n2)N2CCC(C2)NC(=O)Nc2cccc(OC)c2)cc1,COc1ccc(Nc2nccc(N3CCC(NC(=O)Nc4cccc(OC)c4)C3)n2)cc1
UNC10225348A,49862644,499,GSK483724,benzimidazole_N-thiophenes,C[C@@H](Oc1cc(sc1C(N)=O)-n1cnc2ccc(cc12)-c1ccncc1)c1ccccc1Cl,C[C@@H](Oc1cc(-n2cnc3ccc(-c4ccncc4)cc32)sc1C(N)=O)c1ccccc1Cl
UNC10225349A,44526801,500,GSK1576028,"2,4-dianilinopyrimidine",Cl.CNC(=O)c1ccccc1Nc1nc(Nc2ccc(cc2)N2CCOCC2)ncc1Cl,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1Cl
UNC10225350A,6539586,501,SB-731284,3-amino-6-aryl-pyrazolopyridine,O=C(Nc1n[nH]c2cc(ccc12)-c1cccs1)C1CC1,O=C(Nc1n[nH]c2cc(-c3cccs3)ccc12)C1CC1
UNC10225351A,49798353,502,GSK1326180,pyrrole-2-carboxamide,Fc1cccc(F)c1NC(=O)c1cc(c[nH]1)C(=O)c1ccccc1F,O=C(Nc1c(F)cccc1F)c1cc(C(=O)c2ccccc2F)c[nH]1
UNC10225352A,11712734,503,GW630813,4-pyrimidinyl_ortho-aryl_azoles,OCCCNc1nccc(n1)-c1c(nn2cc(ccc12)C(F)(F)F)-c1cccc(c1)C(F)(F)F,OCCCNc1nccc(-c2c(-c3cccc(C(F)(F)F)c3)nn3cc(C(F)(F)F)ccc23)n1
UNC10225353A,2409198,504,GSK1014915,diarylurea,Cc1ccc(NC(=O)Nc2cc(nn2-c2ccccc2)C(C)(C)C)cc1,Cc1ccc(NC(=O)Nc2cc(C(C)(C)C)nn2-c2ccccc2)cc1
UNC10225354A,156422,505,GW839464,diarylurea,Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCOCC2)c2ccccc12)C(C)(C)C,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1
UNC10225355A,57398391,506,GSK2269905,morpholino-imidazo-pyrimidinones,Cc1ccccc1Cn1ccn2c1nc(cc2=O)N1CCOCC1,Cc1ccccc1Cn1ccn2c(=O)cc(N3CCOCC3)nc12
UNC10225356A,56666236,507,GSK2197149,carboxamide pyrimidine,Cl.Cc1cccc(Nc2nc(N[C@H]3CCNC3)ncc2C(N)=O)c1,Cc1cccc(Nc2nc(N[C@H]3CCNC3)ncc2C(N)=O)c1
UNC10225357A,44336137,508,SB-222517,4-pyrimidinyl_ortho-aryl_azoles,Cc1cc(nc(N)n1)-c1c(ncn1CCCN1CCOCC1)-c1ccc(F)cc1,Cc1cc(-c2c(-c3ccc(F)cc3)ncn2CCCN2CCOCC2)nc(N)n1
UNC10225358A,6539428,509,GW829116,4-pyrimidinyl_ortho-aryl_azoles,Clc1ccc(cc1)-c1nn2ncccc2c1-c1ccnc(Nc2ccc3OCCOc3c2)n1,Clc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1
UNC10225359A,44526072,510,GSK1398470,Biphenylamide,Cc1ccc(NC(=O)Nc2ccc(Cl)c(c2)C(F)(F)F)cc1-c1ccc(cc1)C(=O)Nc1ccncc1,Cc1ccc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1-c1ccc(C(=O)Nc2ccncc2)cc1
UNC10225360A,5329481,511,GI262866,4-anilino-quinazoline and analogues,Oc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,Oc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1
UNC10225361A,44532978,512,GW856795,4-anilinoquinoline,CC(C)(C)c1ccc2nccc(Nc3cccc(O)c3)c2c1,CC(C)(C)c1ccc2nccc(Nc3cccc(O)c3)c2c1
UNC10225362A,253268,513,SKF-97359,6-aminopurines and related,CC(C)(C)n1cnc2c(N)ncnc12,CC(C)(C)n1cnc2c(N)ncnc21
UNC10225363A,44525971,514,GSK1379896,2-anilino-4-aminopyrimidine,COc1ccc(Nc2nccc(NCCNC(=O)c3cc4ccccc4s3)n2)cc1,COc1ccc(Nc2nccc(NCCNC(=O)c3cc4ccccc4s3)n2)cc1
UNC10225364A,44532331,515,GW497681,"2,4-diaminopyrimidine",Cc1cc(NCC(c2ccccc2)c2ccccc2)nc(NCc2ccc(cc2)C(F)(F)F)n1,Cc1cc(NCC(c2ccccc2)c2ccccc2)nc(NCc2ccc(C(F)(F)F)cc2)n1
UNC10225365A,6539615,516,SB-742034,3-amino-6-aryl-pyrazolopyridine,O[C@H]([C@@H](O)C(O)=O)C(O)=O.Brc1cc2c(NC(=O)C3CCN(Cc4ccccc4)C3)n[nH]c2nc1-c1ccco1,O=C(Nc1n[nH]c2nc(-c3ccco3)c(Br)cc12)C1CCN(Cc2ccccc2)C1
UNC10225367A,44305551,517,SKF-97263,6-aminopurines and related,CC(C)(C)c1ccc(cc1)-n1cnc2c(N)ncnc12,CC(C)(C)c1ccc(-n2cnc3c(N)ncnc32)cc1
UNC10225369A,53469824,518,GSK683281,4-amino-3-aryl-thienopyridine and analogues,Nc1ncc(-c2cccnc2)c2scc(-c3ccc4N(CCc4c3)C(=O)Cc3ccccc3)c12,Nc1ncc(-c2cccnc2)c2scc(-c3ccc4c(c3)CCN4C(=O)Cc3ccccc3)c12
UNC10225370A,44305879,519,SKF-96418,6-aminopurines and related,CCn1cnc2c(NCc3ccccc3)ncnc12,CCn1cnc2c(NCc3ccccc3)ncnc21
UNC10225372A,25190914,520,GSK204607,benzimidazole_N-thiophenes,COc1cc2ncn(-c3cc(OCC4CCCO4)c(s3)C(N)=O)c2cc1OC,COc1cc2ncn(-c3cc(OCC4CCCO4)c(C(N)=O)s3)c2cc1OC
UNC10225373A,6539481,521,SB-390530,3-anilino-4-aryl maleimide,Oc1c(Cl)cc(NC2=C(C(=O)NC2=O)c2ccccc2)cc1Cl,O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1
UNC10225374A,51356853,522,GSK2224810,3-Amino-6-aryl-indazole,CNc1cc(nc(N)n1)-c1ccc2c(N)n[nH]c2c1,CNc1cc(-c2ccc3c(N)n[nH]c3c2)nc(N)n1
UNC10225375A,44525938,523,GSK1379731,2-anilino-4-pyrrolidinopyrimidine,COc1ccc(Nc2nccc(n2)N2CCC(C2)NC(=O)Nc2cccc(c2)C(C)=O)cc1,COc1ccc(Nc2nccc(N3CCC(NC(=O)Nc4cccc(C(C)=O)c4)C3)n2)cc1
UNC10225376A,10186009,524,GW621581,4-pyrimidinyl_ortho-aryl_azoles,CN1CCN(CCCNc2nccc(n2)-c2c(nn3cc(ccc23)C(F)(F)F)-c2ccc(F)cc2)CC1,CN1CCN(CCCNc2nccc(-c3c(-c4ccc(F)cc4)nn4cc(C(F)(F)F)ccc34)n2)CC1
UNC10225377A,15872399,525,SB-245391,4-pyrimidinyl_ortho-aryl_azoles,Fc1ccc(cc1)-c1ncn(C2CCNCC2)c1-c1ccnc(Oc2ccc(cc2)-c2ccccc2)n1,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(-c4ccccc4)cc3)n2)cc1
UNC10225378A,44279421,526,GW272142,4-anilino-quinazoline and analogues,Cl.C(c1ccccc1)n1cnc2cc(Nc3ncnc4ccccc34)ccc12,c1ccc(Cn2cnc3cc(Nc4ncnc5ccccc45)ccc32)cc1
UNC10225379A,44532997,527,GW867253,4-6-di-Ar-quinoline,NS(=O)(=O)c1cccc(c1)-c1ccc2nccc(-c3cccc(c3)S(N)(=O)=O)c2c1,NS(=O)(=O)c1cccc(-c2ccc3nccc(-c4cccc(S(N)(=O)=O)c4)c3c2)c1
UNC10225381A,51356289,528,GSK2206003,3-Amino-6-aryl-indazole,CNc1nccc(n1)-c1ccc2c(N)n[nH]c2c1,CNc1nccc(-c2ccc3c(N)n[nH]c3c2)n1
UNC10225382A,11793277,529,SB-211742,4-pyridinyl_ortho-aryl_azoles,Fc1ccc(cc1)-c1ncn(CCCN2CCOCC2)c1-c1ccccn1,Fc1ccc(-c2ncn(CCCN3CCOCC3)c2-c2ccccn2)cc1
UNC10225384A,6539579,530,SB-734909,3-amino-6-aryl-pyrazolopyridine,Clc1cc2c(NC(=O)C3CC3)n[nH]c2nc1-c1ccccc1,O=C(Nc1n[nH]c2nc(-c3ccccc3)c(Cl)cc12)C1CC1
UNC10225386A,10028480,531,GW854278,benzimidazole_N-thiophenes,COc1cc2ncn(-c3cc(OCc4ccncc4Br)c(s3)C(N)=O)c2cc1OC,COc1cc2ncn(-c3cc(OCc4ccncc4Br)c(C(N)=O)s3)c2cc1OC
UNC10225387B,44532119,532,GW412617,2-amino-5-arylpyridine,Cl.C[C@H](N[C@@H]1CCc2cc(ccc2C1)-c1cnc(N)c(C)c1)c1ccccc1,Cc1cc(-c2ccc3c(c2)CC[C@@H](N[C@@H](C)c2ccccc2)C3)cnc1N
UNC10225388A,44526074,533,GSK1398472,Biphenylamide,Cc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1ccc(cc1)C(=O)Nc1ccncc1,Cc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1ccc(C(=O)Nc2ccncc2)cc1
UNC10225389A,44305647,534,SKF-97255,6-aminopurines and related,CCCCCc1nc2c(N)ncnc2n1CCCCC,CCCCCc1nc2c(N)ncnc2n1CCCCC
UNC10225390A,44532213,535,GW440148,4-anilinoquinoline,Cl.CC(=O)Nc1ccc(COc2ccc(Nc3ccnc4cc(ccc34)-c3ccccn3)cc2)cc1,CC(=O)Nc1ccc(COc2ccc(Nc3ccnc4cc(-c5ccccn5)ccc34)cc2)cc1
UNC10225391A,44525947,536,GSK1379748,2-anilino-4-pyrrolidinopyrimidine,COc1ccc(CNC(=O)NC2CCN(C2)c2ccnc(Nc3cc(OC)c(OC)c(OC)c3)n2)cc1,COc1ccc(CNC(=O)NC2CCN(c3ccnc(Nc4cc(OC)c(OC)c(OC)c4)n3)C2)cc1
UNC10225392A,6539569,537,SB-711805,3-amino-6-aryl-pyrazolopyridine,Oc1cccc(c1)-c1ccc2c(NC(=O)C3CC3)n[nH]c2n1,O=C(Nc1n[nH]c2nc(-c3cccc(O)c3)ccc12)C1CC1
UNC10225393A,25023729,538,GSK507274,aminofurazan,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CCn1c(nc2c(ncc(OCCCCN)c12)C#CC(C)(C)O)-c1nonc1N,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCCCCN)c21
UNC10225395A,44535870,539,SB-684387,4-pyridinyl_ortho-aryl_azoles,Cl.Cl.CN(C)CCOc1ccc(cc1)-c1cc(c([nH]1)-c1ccncc1)-c1ccc(Cl)c(O)c1,CN(C)CCOc1ccc(-c2cc(-c3ccc(Cl)c(O)c3)c(-c3ccncc3)[nH]2)cc1
UNC10225396A,44397192,540,SB-738004,aminofurazan,CCn1c(nc2cncc(Br)c12)-c1nonc1N,CCn1c(-c2nonc2N)nc2cncc(Br)c21
UNC10225397A,44525950,541,GSK1379754,2-anilino-4-pyrrolidinopyrimidine,COc1cc(Nc2nccc(n2)N2CCC(C2)NC(=O)c2cccc(NC(C)=O)c2)cc(OC)c1OC,COc1cc(Nc2nccc(N3CCC(NC(=O)c4cccc(NC(C)=O)c4)C3)n2)cc(OC)c1OC
UNC10225398A,44526078,542,GSK1398477,Biphenylamide,Cc1ccc(NC(=O)Nc2ccccc2F)cc1-c1ccc(cc1)C(=O)Nc1ccncc1,Cc1ccc(NC(=O)Nc2ccccc2F)cc1-c1ccc(C(=O)Nc2ccncc2)cc1
UNC10225399A,44532650,543,GW639905,"2,4-dianilinopyrimidine",Cl.N#CCc1ccc(Nc2nccc(Nc3ccc(Oc4ccccc4)cc3)n2)cc1,N#CCc1ccc(Nc2nccc(Nc3ccc(Oc4ccccc4)cc3)n2)cc1
UNC10225400A,44526685,544,GSK1535721,3-amino-6-aryl-quinoxaline,NS(=O)(=O)c1cccc(c1)-c1ccc2ncc(nc2c1)N1CCOCC1,NS(=O)(=O)c1cccc(-c2ccc3ncc(N4CCOCC4)nc3c2)c1
UNC10225401A,6539492,545,SB-390526,3-anilino-4-aryl maleimide,OC(=O)c1cccc(NC2=C(C(=O)NC2=O)c2ccccc2Cl)c1,O=C1NC(=O)C(c2ccccc2Cl)=C1Nc1cccc(C(=O)O)c1
UNC10225402A,44532774,546,GW784041,"2,4-dianilinopyrimidine",Cl.COc1ccc(C)c(Nc2ccnc(Nc3ccc(cc3)-c3cnc[nH]3)n2)c1,COc1ccc(C)c(Nc2ccnc(Nc3ccc(-c4cnc[nH]4)cc3)n2)c1
UNC10225403A,134158101,547,GSK2373690,morpholino-triazolo-pyrimidinones,C[C@@H]1CN(CCO1)c1cc(=O)n2nc(C)n(Cc3cccc(c3C)C(F)(F)F)c2n1,Cc1c(Cn2c(C)nn3c(=O)cc(N4CCO[C@H](C)C4)nc23)cccc1C(F)(F)F
UNC10225404A,21078798,548,GW679662,Biphenylamide,Cc1nnc(o1)-c1ccc(C)c(c1)-c1ccc(cc1)C(=O)NCC1CC1,Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)NCC4CC4)cc3)c2)o1
UNC10225405A,46215814,549,GSK1034945,3-Amino-6-aryl-indazole,Nc1n[nH]c2cc(ccc12)-c1ccnc(N)n1,Nc1nccc(-c2ccc3c(N)n[nH]c3c2)n1
UNC10225406A,6539524,550,SB-404290,3-anilino-4-aryl maleimide,CN1C(=O)C(Nc2ccc(Cl)c(c2)C(O)=O)=C(C1=O)c1ccc(Cl)cc1,CN1C(=O)C(Nc2ccc(Cl)c(C(=O)O)c2)=C(c2ccc(Cl)cc2)C1=O
UNC10225407A,44397011,551,SB-733416,Imidazolopyridine,CCn1c(nc2cnccc12)-c1ccccc1,CCn1c(-c2ccccc2)nc2cnccc21
UNC10225410A,44305594,552,SKF-97184,6-aminopurines and related,Nc1ncnc2n(cnc12)-c1cccc2ccccc12,Nc1ncnc2c1ncn2-c1cccc2ccccc12
UNC10225411A,6539529,553,SB-642124,3-amino-5-aryl-pyrazolopyridine,Nc1n[nH]c2cnc(cc12)-c1ccccc1,Nc1n[nH]c2cnc(-c3ccccc3)cc12
UNC10225412A,44592502,554,GSK1389063,4-aryl-7-azaindole,Cl.Cl.COc1ccc(C[C@@H](CN)NC(=O)c2cc(Br)c(s2)-c2ccnc3[nH]ccc23)cc1,COc1ccc(C[C@@H](CN)NC(=O)c2cc(Br)c(-c3ccnc4[nH]ccc34)s2)cc1
UNC10225413A,12081456,555,SKF-97236,6-aminopurines and related,COc1ccc(cc1)-n1cnc2c(N)ncnc12,COc1ccc(-n2cnc3c(N)ncnc32)cc1
UNC10225414A,10310395,556,GW696155,4-pyrimidinyl-azoles,CC(C)Oc1ccc2c(cnn2n1)-c1ccnc(Nc2ccc(cc2)N2CCN(C)CC2)n1,CC(C)Oc1ccc2c(-c3ccnc(Nc4ccc(N5CCN(C)CC5)cc4)n3)cnn2n1
UNC10225415A,57345685,557,GSK2334006,morpholino-imidazo-pyrimidinones,Cc1cn2c(nc(cc2=O)N2CCOCC2)n1Cc1cccc(Cl)c1Cl,Cc1cn2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(Cl)c1Cl
UNC10225416A,49862783,558,GSK580432,benzimidazole_N-thiophenes,C[C@@H](Oc1cc(sc1C(N)=O)-n1cnc2cc(ccc12)-c1cnn(C)c1)c1ccccc1Cl,C[C@@H](Oc1cc(-n2cnc3cc(-c4cnn(C)c4)ccc32)sc1C(N)=O)c1ccccc1Cl
UNC10225417A,70685442,559,GSK2363608,morpholino-triazolo-pyrimidinones,CSc1nn2c(nc(cc2=O)N2CCOCC2)n1Cc1cccc(c1C)C(F)(F)F,CSc1nn2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(C(F)(F)F)c1C
UNC10225418A,667570,560,SB-217360,4-pyridinyl_ortho-aryl_azoles,Fc1ccc(cc1)-c1nc[nH]c1-c1ccncc1,Fc1ccc(-c2nc[nH]c2-c2ccncc2)cc1
UNC10225419A,6539609,561,SB-737447,3-acylamino-6-aryl-indazole,O=C(Nc1n[nH]c2cc(ccc12)-c1ccco1)C1CC1,O=C(Nc1n[nH]c2cc(-c3ccco3)ccc12)C1CC1
UNC10225420A,9888013,562,SB-238039,4-pyrimidinyl_ortho-aryl_azoles,Cl.Cl.Cl.Fc1ccc(cc1)-c1ncn(C2CCNCC2)c1-c1ccnc(Nc2ccccc2)n1,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Nc3ccccc3)n2)cc1
UNC10225420B,9888013,563,SB-238039,4-pyrimidinyl_ortho-aryl_azoles,Cl.Cl.Cl.Fc1ccc(cc1)-c1ncn(C2CCNCC2)c1-c1ccnc(Nc2ccccc2)n1,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Nc3ccccc3)n2)cc1
UNC10225421A,10158539,564,GW812171,4-pyridinyl (with 2 aryl) _ortho-aryl_azoles,O=C(N1CCOCC1)c1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1,O=C(c1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1)N1CCOCC1
UNC10225422A,44532153,565,GW424170,4-anilino-quinazoline and analogues,Cl.Fc1ccccc1COc1ccc(Nc2ncnc3ccc(cc23)-c2nnc(o2)C(F)(F)F)cc1Cl,Fc1ccccc1COc1ccc(Nc2ncnc3ccc(-c4nnc(C(F)(F)F)o4)cc23)cc1Cl
UNC10225424A,44525943,566,GSK1379741,2-anilino-4-pyrrolidinopyrimidine,COc1ccc(Nc2nccc(n2)N2CCC(C2)NC(=O)Nc2cc(C)ccc2C)cc1,COc1ccc(Nc2nccc(N3CCC(NC(=O)Nc4cc(C)ccc4C)C3)n2)cc1
UNC10225425A,10621826,567,SB-217780,4-pyridinyl_ortho-aryl_azoles,FC(F)(F)c1ccc(cc1)-c1ncn(CCCN2CCOCC2)c1-c1ccncc1,FC(F)(F)c1ccc(-c2ncn(CCCN3CCOCC3)c2-c2ccncc2)cc1
UNC10225426A,15521230,568,SB-217146,4-pyrimidinyl_ortho-aryl_azoles,Cl.CSc1nccc(n1)-c1c(ncn1CCCN1CCOCC1)-c1ccc(F)cc1,CSc1nccc(-c2c(-c3ccc(F)cc3)ncn2CCCN2CCOCC2)n1
UNC10225427A,44591552,569,GSK993273,4-aryl-7-azaindole,CS(=O)(=O)Nc1ccc(cc1)-c1ccnc2[nH]ccc12,CS(=O)(=O)Nc1ccc(-c2ccnc3[nH]ccc23)cc1
UNC10225428A,44532480,570,GW567148,4-anilinoquinoline,CN(C)Cc1ccc(o1)-c1ccc2c(Nc3ccc(Oc4ccccn4)cc3)ccnc2c1,CN(C)Cc1ccc(-c2ccc3c(Nc4ccc(Oc5ccccn5)cc4)ccnc3c2)o1
UNC10225429A,11197671,571,GW693542,4-pyridinyl_ortho-aryl_azoles,Nc1nc(-c2nccs2)c(s1)-c1ccnc2ccccc12,Nc1nc(-c2nccs2)c(-c2ccnc3ccccc23)s1
UNC10225431A,838889,572,SB-589132,4-amino-3-aryl-thienopyridine and analogues,COc1ccc(cc1)-c1oc2ncnc(N)c2c1-c1ccc(OC)cc1,COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(OC)cc2)cc1
UNC10225432A,,573,GW494702,4-anilinoquinoline,Cl.Cc1ccc(cc1)C(=O)Nc1ccc(Nc2ccnc3cc(ccc23)-c2nccs2)cc1O,Cc1ccc(C(=O)Nc2ccc(Nc3ccnc4cc(-c5nccs5)ccc34)cc2O)cc1
UNC10225433A,44529114,574,GSK327238,4-pyrimidinyl_ortho-aryl_azoles,COc1cc(Nc2nccc(n2)-c2c(nn3ncccc23)-c2cccc(NC(=O)c3c(F)cccc3F)c2)cc(OC)c1OC,COc1cc(Nc2nccc(-c3c(-c4cccc(NC(=O)c5c(F)cccc5F)c4)nn4ncccc34)n2)cc(OC)c1OC
UNC10225434A,10183216,575,GW697999,2-aminobenzimidazole,Cl.COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(SC)c4)cc3)ccc2[nH]1,COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(SC)c4)cc3)ccc2[nH]1
UNC10225435A,70691776,576,GSK2347225,morpholino-triazolo-pyrimidinones,CSc1nn2c(nc(cc2=O)N2CCOCC2)n1Cc1cccc(Cl)c1Cl,CSc1nn2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(Cl)c1Cl
UNC10225436A,24804299,577,GSK1383280,4-aryl-7-azaindole,Cl.Cl.CCNCC(Cc1ccccc1)NC(=O)c1cc(Br)c(s1)-c1ccnc2[nH]ccc12,CCNCC(Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1
UNC10225437A,9945696,578,GW514786,4-pyrimidinyl_ortho-aryl_azoles,CSc1cccc2c(c(nn12)-c1ccc(F)cc1)-c1ccncn1,CSc1cccc2c(-c3ccncn3)c(-c3ccc(F)cc3)nn12
UNC10225438A,44532828,579,GW811603,"2,4-dianilinopyrimidine",Cl.CN(c1ccc2n(C)c(NCc3ccccc3)nc2c1)c1ccnc(Nc2ccc(CS(C)(=O)=O)cc2)n1,CN(c1ccc2c(c1)nc(NCc1ccccc1)n2C)c1ccnc(Nc2ccc(CS(C)(=O)=O)cc2)n1
UNC10225439A,57396625,580,GSK2333389,morpholino-imidazo-pyrimidinones,O=c1cc(nc2n(Cc3cccc4ccccc34)ccn12)N1CCOCC1,O=c1cc(N2CCOCC2)nc2n(Cc3cccc4ccccc34)ccn12
UNC10225440A,44529068,581,GSK312879,4-pyrimidinyl_ortho-aryl_azoles,Cl.Fc1cccc(F)c1C(=O)Nc1cccc(c1)-c1nn2ncccc2c1-c1ccnc(Nc2cccnc2)n1,O=C(Nc1cccc(-c2nn3ncccc3c2-c2ccnc(Nc3cccnc3)n2)c1)c1c(F)cccc1F
UNC10225441A,44532433,582,GW552771,4-anilinoquinoline,Oc1cc(Nc2ccnc3cc(I)ccc23)ccc1F,Oc1cc(Nc2ccnc3cc(I)ccc23)ccc1F
UNC10225443A,15838857,583,SB-229482,4-pyrimidinyl_ortho-aryl_azoles,CN1CCC(CC1)n1cnc(c1-c1ccnc(NC2CCNCC2)n1)-c1ccc(F)cc1,CN1CCC(n2cnc(-c3ccc(F)cc3)c2-c2ccnc(NC3CCNCC3)n2)CC1
UNC10225444A,44536189,584,SB-742352,3-amino-6-aryl-pyrazolopyridine,O[C@H]([C@@H](O)C(O)=O)C(O)=O.Brc1cc2c(NC(=O)c3ccc(CN4CCCC4)cc3)n[nH]c2nc1-c1ccco1,O=C(Nc1n[nH]c2nc(-c3ccco3)c(Br)cc12)c1ccc(CN2CCCC2)cc1
UNC10225445A,44526077,585,GSK1398475,Biphenylamide,COc1ccc(NC(=O)Nc2ccc(C)c(c2)-c2ccc(cc2)C(=O)Nc2ccncc2)cc1,COc1ccc(NC(=O)Nc2ccc(C)c(-c3ccc(C(=O)Nc4ccncc4)cc3)c2)cc1
UNC10225447A,11495551,586,GSK507358,5-Ar-indazole,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.Cc1n[nH]c2ccc(cc12)-c1cc(OC[C@@H](N)Cc2ccccc2)cnc1-c1ccoc1,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4ccccc4)cnc3-c3ccoc3)cc12
UNC10225448A,11558948,587,GW680338,4-pyridinyl (with 2 aryl) _ortho-aryl_azoles,COc1cccc(c1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1,COc1cccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)c1
UNC10225449A,4705,588,GI230329,4-anilino-quinazoline and analogues,Cl.COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC
UNC10225450A,25263100,589,GSK205189,benzimidazole_N-thiophenes,COc1cc2ncn(-c3cc(OCCCc4ccccc4)c(s3)C(N)=O)c2cc1OC,COc1cc2ncn(-c3cc(OCCCc4ccccc4)c(C(N)=O)s3)c2cc1OC
UNC10225451A,44528315,590,GSK2181306,fused carboxamide pyrimidine,OC(=O)C(F)(F)F.O=c1[nH]ccc2nc(N[C@@H]3CCNC3)nc(Nc3ccc4CCS(=O)(=O)c4c3)c12,O=c1[nH]ccc2nc(N[C@@H]3CCNC3)nc(Nc3ccc4c(c3)S(=O)(=O)CC4)c12
UNC10225452A,23648887,591,GSK977620,4-aryl-7-azaindole,CN(C)CCNS(=O)(=O)c1ccc(cc1)-c1ccnc2[nH]ccc12,CN(C)CCNS(=O)(=O)c1ccc(-c2ccnc3[nH]ccc23)cc1
UNC10225453A,10151417,592,GW684941,4-pyrimidinyl-azoles,CCCCc1nn2ncccc2c1-c1ccnc(Nc2ccc(cc2)N2CCN(C)CC2)n1,CCCCc1nn2ncccc2c1-c1ccnc(Nc2ccc(N3CCN(C)CC3)cc2)n1
UNC10225454A,44305908,593,SKF-97416,6-aminopurines and related,COc1cccc(c1)-n1cnc2c(N)ncnc12,COc1cccc(-n2cnc3c(N)ncnc32)c1
UNC10225455A,6539588,594,SB-735297,3-amino-6-aryl-pyrazolopyridine,Brc1cc2c(NC(=O)C3CC3)n[nH]c2nc1-c1cccs1,O=C(Nc1n[nH]c2nc(-c3cccs3)c(Br)cc12)C1CC1
UNC10225456A,6539470,595,SB-390771,3-anilino-4-aryl maleimide,COc1cccc(c1)C1=C(Nc2cccc(O)c2)C(=O)NC1=O,COc1cccc(C2=C(Nc3cccc(O)c3)C(=O)NC2=O)c1
UNC10225457A,44526922,596,GSK1669921,4-6-di-Ar-quinoline,CN(C)S(=O)(=O)c1cc(cnc1N)-c1ccc2nccc(-c3cccc(c3)S(N)(=O)=O)c2c1,CN(C)S(=O)(=O)c1cc(-c2ccc3nccc(-c4cccc(S(N)(=O)=O)c4)c3c2)cnc1N
UNC10225458A,44532712,597,GW682569,"2,4-dianilinopyrimidine",Cc1n[nH]c2cc(Nc3ccnc(Nc4cccc(CN5CCOCC5)c4)n3)ccc12,Cc1n[nH]c2cc(Nc3ccnc(Nc4cccc(CN5CCOCC5)c4)n3)ccc12
UNC10225459A,5311382,598,SB-601273,pyridopyrimidinone,CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1
UNC10225460A,46886665,599,GSK902056,aminofurazan,Cl.Cl.CCn1c(nc2c(nc(OCCN)cc12)C#CC(C)(C)O)-c1nonc1N,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCN)cc21
